Time,Open,High,Low,Close,Volume,Spread,EMA200
2023.02.10 12:30:00,1863.99,1864.30,1863.19,1863.83,1225,7,1870.66
2023.02.10 12:45:00,1863.83,1865.02,1862.79,1863.02,1242,8,1870.59
2023.02.10 13:00:00,1863.00,1863.94,1860.75,1861.30,1443,6,1870.49
2023.02.10 13:15:00,1861.27,1863.04,1861.13,1861.98,1395,7,1870.41
2023.02.10 13:30:00,1861.97,1863.82,1861.83,1863.41,1269,7,1870.34
2023.02.10 13:45:00,1863.41,1864.97,1862.45,1864.81,1367,7,1870.28
2023.02.10 14:00:00,1864.81,1865.19,1862.69,1863.18,1471,7,1870.21
2023.02.10 14:15:00,1863.17,1864.67,1862.99,1864.37,1136,7,1870.16
2023.02.10 14:30:00,1864.35,1865.14,1863.47,1865.08,1132,7,1870.10
2023.02.10 14:45:00,1865.08,1865.31,1863.37,1863.95,1333,7,1870.04
2023.02.10 15:00:00,1864.01,1864.46,1861.98,1864.23,2212,8,1869.99
2023.02.10 15:15:00,1864.21,1864.91,1861.77,1864.55,2450,8,1869.93
2023.02.10 15:30:00,1864.52,1864.55,1861.80,1864.19,2952,7,1869.87
2023.02.10 15:45:00,1864.20,1868.67,1863.36,1867.01,3064,7,1869.85
2023.02.10 16:00:00,1867.02,1868.27,1865.98,1866.61,2214,7,1869.81
2023.02.10 16:15:00,1866.61,1868.53,1866.33,1867.20,2074,7,1869.79
2023.02.10 16:30:00,1867.20,1867.75,1861.84,1864.49,3529,8,1869.73
2023.02.10 16:45:00,1864.50,1867.28,1860.21,1861.59,3283,7,1869.65
2023.02.10 17:00:00,1861.61,1866.03,1859.07,1865.06,4177,7,1869.61
2023.02.10 17:15:00,1865.03,1866.85,1861.45,1864.22,3494,6,1869.55
2023.02.10 17:30:00,1864.22,1864.75,1861.06,1861.06,2570,7,1869.47
2023.02.10 17:45:00,1861.07,1861.53,1859.03,1860.02,2681,7,1869.38
2023.02.10 18:00:00,1860.01,1861.71,1859.20,1860.14,2360,8,1869.28
2023.02.10 18:15:00,1860.14,1860.57,1857.60,1858.49,2302,6,1869.18
2023.02.10 18:30:00,1858.50,1860.03,1857.85,1858.33,1929,8,1869.07
2023.02.10 18:45:00,1858.33,1858.91,1856.44,1858.22,1829,7,1868.96
2023.02.10 19:00:00,1858.22,1859.61,1857.61,1858.91,1917,8,1868.86
2023.02.10 19:15:00,1858.91,1861.80,1858.76,1861.79,1876,8,1868.79
2023.02.10 19:30:00,1861.79,1863.88,1861.02,1861.14,1698,8,1868.71
2023.02.10 19:45:00,1861.14,1862.19,1860.44,1861.73,1399,8,1868.64
2023.02.10 20:00:00,1861.73,1863.19,1861.27,1862.93,1539,8,1868.59
2023.02.10 20:15:00,1862.91,1864.51,1862.83,1863.22,1669,8,1868.53
2023.02.10 20:30:00,1863.24,1863.33,1861.18,1861.43,1303,8,1868.46
2023.02.10 20:45:00,1861.41,1862.77,1861.26,1862.10,861,8,1868.40
2023.02.10 21:00:00,1862.10,1862.30,1861.37,1862.08,896,8,1868.34
2023.02.10 21:15:00,1862.07,1864.03,1862.07,1863.80,985,8,1868.29
2023.02.10 21:30:00,1863.82,1864.75,1863.65,1864.30,850,8,1868.25
2023.02.10 21:45:00,1864.30,1864.50,1863.18,1863.68,826,8,1868.21
2023.02.10 22:00:00,1863.71,1864.80,1863.36,1864.61,846,7,1868.17
2023.02.10 22:15:00,1864.62,1865.06,1863.40,1863.98,735,7,1868.13
2023.02.10 22:30:00,1863.98,1864.62,1862.71,1864.62,730,7,1868.09
2023.02.10 22:45:00,1864.62,1865.04,1863.94,1864.34,964,7,1868.06
2023.02.10 23:00:00,1864.34,1864.80,1863.21,1864.79,531,8,1868.02
2023.02.10 23:15:00,1864.79,1864.80,1863.86,1863.97,319,9,1867.98
2023.02.10 23:30:00,1863.95,1865.43,1863.78,1865.16,312,12,1867.96
2023.02.10 23:45:00,1865.16,1865.72,1864.62,1865.35,302,6,1867.93
2023.02.13 01:00:00,1864.68,1865.18,1863.89,1864.56,420,12,1867.90
2023.02.13 01:15:00,1864.56,1864.90,1863.30,1863.38,516,14,1867.85
2023.02.13 01:30:00,1863.37,1863.99,1862.70,1863.40,654,12,1867.81
2023.02.13 01:45:00,1863.37,1863.64,1862.66,1862.68,459,14,1867.76
2023.02.13 02:00:00,1862.74,1863.41,1861.47,1861.57,697,14,1867.70
2023.02.13 02:15:00,1861.56,1862.04,1860.64,1861.96,675,14,1867.64
2023.02.13 02:30:00,1861.98,1862.99,1861.49,1861.99,539,9,1867.58
2023.02.13 02:45:00,1862.01,1863.59,1862.01,1863.10,688,12,1867.54
2023.02.13 03:00:00,1863.08,1863.81,1861.15,1861.45,1291,7,1867.48
2023.02.13 03:15:00,1861.47,1861.58,1859.10,1859.23,1305,8,1867.39
2023.02.13 03:30:00,1859.21,1861.69,1858.12,1861.52,1637,6,1867.34
2023.02.13 03:45:00,1861.55,1862.08,1860.14,1861.47,1128,8,1867.28
2023.02.13 04:00:00,1861.47,1862.48,1860.40,1860.96,1362,6,1867.21
2023.02.13 04:15:00,1860.96,1862.03,1860.89,1861.44,683,8,1867.16
2023.02.13 04:30:00,1861.45,1861.65,1859.99,1860.05,777,7,1867.09
2023.02.13 04:45:00,1860.04,1862.30,1859.84,1861.51,878,8,1867.03
2023.02.13 05:00:00,1861.60,1862.11,1860.56,1861.02,856,7,1866.97
2023.02.13 05:15:00,1861.02,1861.56,1860.64,1861.08,850,8,1866.91
2023.02.13 05:30:00,1861.12,1861.20,1860.41,1860.58,637,8,1866.85
2023.02.13 05:45:00,1860.56,1860.60,1858.83,1858.83,700,8,1866.77
2023.02.13 06:00:00,1858.84,1859.68,1858.51,1858.75,629,4,1866.69
2023.02.13 06:15:00,1858.74,1859.08,1858.43,1858.97,475,8,1866.61
2023.02.13 06:30:00,1858.96,1859.15,1857.85,1858.17,417,8,1866.53
2023.02.13 06:45:00,1858.16,1858.59,1857.81,1857.86,414,8,1866.44
2023.02.13 07:00:00,1857.88,1859.28,1857.06,1859.06,813,7,1866.37
2023.02.13 07:15:00,1859.05,1860.30,1858.84,1859.38,623,5,1866.30
2023.02.13 07:30:00,1859.49,1860.46,1858.38,1859.45,913,6,1866.23
2023.02.13 07:45:00,1859.49,1860.24,1859.00,1859.66,687,6,1866.17
2023.02.13 08:00:00,1859.67,1861.84,1859.38,1861.09,1023,7,1866.12
2023.02.13 08:15:00,1861.08,1863.92,1860.61,1863.32,1021,6,1866.09
2023.02.13 08:30:00,1863.32,1866.58,1863.30,1865.04,1349,5,1866.08
2023.02.13 08:45:00,1865.00,1865.14,1862.79,1862.88,1040,5,1866.05
2023.02.13 09:00:00,1862.89,1864.76,1862.18,1864.27,1176,8,1866.03
2023.02.13 09:15:00,1864.26,1865.88,1863.90,1865.67,890,6,1866.02
2023.02.13 09:30:00,1865.65,1865.68,1863.32,1863.54,1181,6,1866.00
2023.02.13 09:45:00,1863.54,1864.56,1862.99,1863.94,1116,7,1865.98
2023.02.13 10:00:00,1863.97,1863.97,1862.43,1863.40,1596,6,1865.95
2023.02.13 10:15:00,1863.40,1864.18,1860.18,1862.05,1703,6,1865.92
2023.02.13 10:30:00,1862.05,1862.12,1860.06,1861.58,1337,8,1865.87
2023.02.13 10:45:00,1861.54,1863.56,1861.38,1862.48,1165,7,1865.84
2023.02.13 11:00:00,1862.48,1862.50,1859.05,1860.16,1263,8,1865.78
2023.02.13 11:15:00,1860.11,1860.46,1858.21,1858.41,1373,7,1865.71
2023.02.13 11:30:00,1858.38,1858.38,1855.00,1855.36,1687,7,1865.61
2023.02.13 11:45:00,1855.34,1858.30,1854.69,1857.15,1547,8,1865.52
2023.02.13 12:00:00,1857.12,1857.13,1853.92,1854.43,1336,7,1865.41
2023.02.13 12:15:00,1854.43,1858.59,1854.43,1857.89,1101,7,1865.34
2023.02.13 12:30:00,1857.89,1859.29,1857.86,1858.45,886,8,1865.27
2023.02.13 12:45:00,1858.48,1858.94,1858.12,1858.66,848,7,1865.20
2023.02.13 13:00:00,1858.65,1860.91,1858.65,1860.81,1279,8,1865.16
2023.02.13 13:15:00,1860.80,1861.97,1860.38,1861.56,1098,8,1865.12
2023.02.13 13:30:00,1861.56,1862.72,1861.38,1861.94,1144,8,1865.09
2023.02.13 13:45:00,1861.98,1862.68,1861.03,1862.18,1108,8,1865.06
2023.02.13 14:00:00,1862.18,1862.65,1859.46,1861.06,1218,8,1865.02
2023.02.13 14:15:00,1861.06,1862.50,1860.55,1861.51,1404,6,1864.99
2023.02.13 14:30:00,1861.51,1863.08,1859.37,1860.26,1303,8,1864.94
2023.02.13 14:45:00,1860.26,1861.98,1860.17,1860.70,1111,8,1864.90
2023.02.13 15:00:00,1860.70,1862.38,1859.39,1859.89,1824,8,1864.85
2023.02.13 15:15:00,1859.94,1860.00,1857.34,1857.62,2350,8,1864.78
2023.02.13 15:30:00,1857.62,1858.11,1855.87,1856.58,1866,8,1864.69
2023.02.13 15:45:00,1856.56,1857.13,1855.60,1856.90,1843,8,1864.62
2023.02.13 16:00:00,1856.90,1858.99,1855.94,1856.23,1911,8,1864.53
2023.02.13 16:15:00,1856.25,1858.15,1856.18,1856.92,1468,8,1864.46
2023.02.13 16:30:00,1856.80,1859.36,1853.24,1857.53,3275,8,1864.39
2023.02.13 16:45:00,1857.53,1859.27,1856.05,1856.82,2908,8,1864.31
2023.02.13 17:00:00,1856.83,1857.43,1855.11,1855.33,2463,8,1864.22
2023.02.13 17:15:00,1855.39,1857.69,1854.64,1857.57,2198,8,1864.16
2023.02.13 17:30:00,1857.67,1858.43,1856.66,1858.17,2076,8,1864.10
2023.02.13 17:45:00,1858.17,1858.29,1854.97,1855.28,2384,8,1864.01
2023.02.13 18:00:00,1855.30,1855.93,1852.31,1852.89,2506,5,1863.90
2023.02.13 18:15:00,1853.04,1854.11,1852.35,1852.92,1510,8,1863.79
2023.02.13 18:30:00,1852.99,1853.16,1852.07,1852.87,1404,8,1863.68
2023.02.13 18:45:00,1852.72,1854.84,1850.68,1851.27,1869,8,1863.56
2023.02.13 19:00:00,1851.26,1853.22,1850.67,1853.14,1512,8,1863.45
2023.02.13 19:15:00,1853.16,1853.74,1851.82,1852.38,1125,8,1863.34
2023.02.13 19:30:00,1852.38,1852.59,1851.03,1851.41,1262,8,1863.23
2023.02.13 19:45:00,1851.40,1852.89,1851.25,1851.55,1241,8,1863.11
2023.02.13 20:00:00,1851.58,1851.68,1850.47,1851.22,1136,8,1862.99
2023.02.13 20:15:00,1851.23,1853.26,1851.19,1853.13,1233,8,1862.89
2023.02.13 20:30:00,1853.18,1855.33,1853.12,1855.01,1209,8,1862.81
2023.02.13 20:45:00,1855.01,1855.73,1854.72,1855.19,1010,8,1862.74
2023.02.13 21:00:00,1855.22,1855.67,1854.98,1855.04,816,8,1862.66
2023.02.13 21:15:00,1855.03,1855.21,1852.66,1852.90,882,8,1862.57
2023.02.13 21:30:00,1852.90,1853.60,1851.75,1852.59,1009,8,1862.47
2023.02.13 21:45:00,1852.59,1853.01,1851.28,1852.82,1118,8,1862.37
2023.02.13 22:00:00,1852.79,1852.79,1851.30,1851.78,882,0,1862.26
2023.02.13 22:15:00,1851.76,1852.67,1851.30,1851.89,812,8,1862.16
2023.02.13 22:30:00,1851.92,1854.18,1851.92,1853.94,817,8,1862.08
2023.02.13 22:45:00,1853.93,1854.47,1853.08,1854.29,1296,8,1862.00
2023.02.13 23:00:00,1854.27,1854.48,1853.49,1853.50,432,8,1861.92
2023.02.13 23:15:00,1853.52,1854.38,1853.50,1853.61,246,0,1861.83
2023.02.13 23:30:00,1853.62,1853.85,1852.92,1853.23,283,8,1861.75
2023.02.13 23:45:00,1853.23,1854.09,1853.13,1853.41,202,5,1861.67
2023.02.14 01:00:00,1853.67,1854.05,1853.37,1853.53,200,12,1861.59
2023.02.14 01:15:00,1853.53,1854.12,1853.29,1854.11,238,12,1861.51
2023.02.14 01:30:00,1854.12,1854.23,1853.82,1854.14,260,6,1861.44
2023.02.14 01:45:00,1854.14,1854.59,1854.05,1854.37,312,0,1861.37
2023.02.14 02:00:00,1854.37,1855.63,1853.98,1855.55,645,12,1861.31
2023.02.14 02:15:00,1855.55,1856.68,1855.31,1855.75,706,10,1861.25
2023.02.14 02:30:00,1855.77,1856.18,1854.88,1855.79,555,13,1861.20
2023.02.14 02:45:00,1855.79,1856.28,1855.53,1856.22,703,14,1861.15
2023.02.14 03:00:00,1856.14,1856.68,1855.36,1855.99,1232,7,1861.10
2023.02.14 03:15:00,1856.01,1856.05,1854.71,1855.09,927,8,1861.04
2023.02.14 03:30:00,1855.04,1856.19,1854.75,1854.86,1202,6,1860.98
2023.02.14 03:45:00,1854.86,1856.61,1854.45,1856.61,795,5,1860.93
2023.02.14 04:00:00,1856.59,1858.02,1855.64,1857.30,1207,6,1860.90
2023.02.14 04:15:00,1857.26,1857.53,1856.41,1856.90,620,6,1860.86
2023.02.14 04:30:00,1856.90,1858.58,1856.90,1857.78,789,7,1860.83
2023.02.14 04:45:00,1857.79,1858.49,1857.46,1857.54,648,5,1860.79
2023.02.14 05:00:00,1857.54,1857.84,1856.94,1857.54,656,7,1860.76
2023.02.14 05:15:00,1857.53,1857.55,1856.26,1856.74,612,7,1860.72
2023.02.14 05:30:00,1856.75,1857.65,1856.74,1857.23,348,5,1860.69
2023.02.14 05:45:00,1857.24,1858.46,1857.03,1858.20,429,7,1860.66
2023.02.14 06:00:00,1858.21,1858.24,1857.21,1857.32,399,2,1860.63
2023.02.14 06:15:00,1857.34,1858.55,1857.12,1857.98,435,7,1860.60
2023.02.14 06:30:00,1857.99,1858.67,1857.94,1858.44,312,3,1860.58
2023.02.14 06:45:00,1858.48,1859.11,1858.01,1858.29,408,6,1860.56
2023.02.14 07:00:00,1858.19,1859.05,1858.03,1858.70,621,6,1860.54
2023.02.14 07:15:00,1858.70,1859.20,1858.00,1858.10,499,7,1860.52
2023.02.14 07:30:00,1858.09,1858.54,1857.84,1858.21,489,7,1860.49
2023.02.14 07:45:00,1858.22,1859.41,1858.11,1859.35,570,6,1860.48
2023.02.14 08:00:00,1859.35,1860.40,1858.76,1860.08,784,7,1860.48
2023.02.14 08:15:00,1860.08,1860.81,1859.62,1859.79,816,6,1860.47
2023.02.14 08:30:00,1859.79,1861.83,1859.69,1861.74,858,6,1860.48
2023.02.14 08:45:00,1861.74,1864.95,1861.30,1862.21,1363,6,1860.50
2023.02.14 09:00:00,1862.20,1864.20,1861.46,1861.59,1307,5,1860.51
2023.02.14 09:15:00,1861.61,1861.65,1858.00,1859.14,1557,5,1860.50
2023.02.14 09:30:00,1859.14,1860.74,1858.32,1859.29,1342,5,1860.49
2023.02.14 09:45:00,1859.26,1859.59,1858.15,1858.75,1032,4,1860.47
2023.02.14 10:00:00,1858.77,1860.28,1858.07,1860.10,1476,7,1860.46
2023.02.14 10:15:00,1860.08,1861.69,1858.88,1859.91,1271,6,1860.46
2023.02.14 10:30:00,1859.88,1860.54,1857.88,1859.19,1136,6,1860.45
2023.02.14 10:45:00,1859.19,1860.40,1858.60,1860.17,931,7,1860.44
2023.02.14 11:00:00,1860.21,1861.77,1859.48,1860.29,1377,7,1860.44
2023.02.14 11:15:00,1860.29,1861.86,1859.90,1861.82,1017,7,1860.46
2023.02.14 11:30:00,1861.75,1863.60,1861.28,1863.01,1087,7,1860.48
2023.02.14 11:45:00,1863.05,1863.86,1861.68,1862.59,1006,6,1860.50
2023.02.14 12:00:00,1862.61,1863.20,1861.24,1861.30,1109,8,1860.51
2023.02.14 12:15:00,1861.32,1861.93,1860.20,1860.58,842,7,1860.51
2023.02.14 12:30:00,1860.58,1861.77,1859.28,1859.90,913,5,1860.51
2023.02.14 12:45:00,1859.90,1860.76,1859.15,1859.17,859,7,1860.49
2023.02.14 13:00:00,1859.17,1859.66,1857.69,1858.01,904,8,1860.47
2023.02.14 13:15:00,1858.01,1858.65,1856.32,1856.48,998,7,1860.43
2023.02.14 13:30:00,1856.47,1857.23,1853.75,1855.79,1281,6,1860.38
2023.02.14 13:45:00,1855.79,1857.67,1855.71,1857.27,910,8,1860.35
2023.02.14 14:00:00,1857.29,1858.03,1856.42,1857.61,1073,8,1860.32
2023.02.14 14:15:00,1857.61,1859.95,1857.58,1859.71,1104,7,1860.32
2023.02.14 14:30:00,1859.73,1860.11,1857.61,1858.34,1174,7,1860.30
2023.02.14 14:45:00,1858.30,1861.67,1858.30,1860.12,1463,7,1860.30
2023.02.14 15:00:00,1860.11,1862.01,1857.96,1858.57,2241,7,1860.28
2023.02.14 15:15:00,1858.57,1860.81,1857.34,1860.21,2655,6,1860.28
2023.02.14 15:30:00,1860.21,1870.66,1850.40,1861.60,7823,3,1860.29
2023.02.14 15:45:00,1861.58,1866.66,1858.64,1862.39,5970,6,1860.31
2023.02.14 16:00:00,1862.49,1866.30,1856.59,1858.88,5657,5,1860.30
2023.02.14 16:15:00,1858.89,1859.81,1847.91,1849.36,5003,6,1860.19
2023.02.14 16:30:00,1849.36,1852.01,1843.29,1848.16,6343,5,1860.07
2023.02.14 16:45:00,1848.17,1857.61,1847.73,1856.25,5580,5,1860.03
2023.02.14 17:00:00,1856.33,1865.70,1855.55,1864.66,5442,5,1860.08
2023.02.14 17:15:00,1864.65,1865.64,1858.34,1858.77,3972,7,1860.06
2023.02.14 17:30:00,1858.85,1860.58,1855.00,1855.05,3855,6,1860.01
2023.02.14 17:45:00,1855.09,1856.07,1849.91,1852.30,4284,6,1859.94
2023.02.14 18:00:00,1852.30,1854.76,1849.64,1849.95,3660,7,1859.84
2023.02.14 18:15:00,1849.90,1853.08,1847.57,1847.82,3521,7,1859.72
2023.02.14 18:30:00,1847.83,1849.54,1843.89,1847.65,3704,6,1859.60
2023.02.14 18:45:00,1847.62,1850.05,1846.38,1849.58,2753,7,1859.50
2023.02.14 19:00:00,1849.59,1851.38,1848.98,1849.80,2506,7,1859.40
2023.02.14 19:15:00,1849.82,1850.09,1847.63,1847.65,1701,8,1859.29
2023.02.14 19:30:00,1847.72,1849.24,1846.41,1847.32,1613,7,1859.17
2023.02.14 19:45:00,1847.30,1849.96,1846.99,1849.81,1488,8,1859.07
2023.02.14 20:00:00,1849.79,1854.54,1849.59,1853.51,2587,7,1859.02
2023.02.14 20:15:00,1853.51,1858.83,1853.31,1854.68,2619,7,1858.97
2023.02.14 20:30:00,1854.68,1857.66,1854.68,1854.91,1698,7,1858.93
2023.02.14 20:45:00,1854.98,1855.86,1853.54,1853.66,1184,7,1858.88
2023.02.14 21:00:00,1853.72,1854.13,1851.39,1851.91,1482,7,1858.81
2023.02.14 21:15:00,1851.83,1853.22,1851.59,1852.94,835,7,1858.75
2023.02.14 21:30:00,1852.84,1856.13,1852.79,1855.31,1046,6,1858.72
2023.02.14 21:45:00,1855.31,1856.20,1853.63,1855.54,1449,7,1858.69
2023.02.14 22:00:00,1855.52,1856.25,1854.21,1855.08,1044,7,1858.65
2023.02.14 22:15:00,1855.07,1855.64,1854.62,1855.17,849,7,1858.62
2023.02.14 22:30:00,1855.22,1855.56,1853.85,1855.34,1189,7,1858.58
2023.02.14 22:45:00,1855.38,1856.25,1854.96,1856.02,1254,7,1858.56
2023.02.14 23:00:00,1855.73,1855.79,1854.40,1854.66,531,0,1858.52
2023.02.14 23:15:00,1854.69,1855.26,1854.55,1854.75,279,2,1858.48
2023.02.14 23:30:00,1854.75,1854.86,1853.82,1854.07,261,7,1858.44
2023.02.14 23:45:00,1854.07,1854.63,1854.07,1854.36,162,5,1858.40
2023.02.15 01:00:00,1853.97,1854.07,1853.47,1853.94,417,12,1858.35
2023.02.15 01:15:00,1853.94,1854.59,1853.81,1854.48,301,10,1858.32
2023.02.15 01:30:00,1854.48,1855.36,1854.03,1854.72,504,12,1858.28
2023.02.15 01:45:00,1854.72,1854.96,1854.43,1854.95,330,11,1858.25
2023.02.15 02:00:00,1854.95,1855.00,1853.59,1853.72,632,11,1858.20
2023.02.15 02:15:00,1853.72,1855.27,1853.70,1855.21,643,13,1858.17
2023.02.15 02:30:00,1855.20,1855.51,1854.54,1855.19,567,13,1858.14
2023.02.15 02:45:00,1855.19,1855.85,1854.70,1855.83,675,12,1858.12
2023.02.15 03:00:00,1855.82,1857.26,1854.86,1855.44,1388,5,1858.09
2023.02.15 03:15:00,1855.42,1856.72,1855.09,1856.47,752,6,1858.08
2023.02.15 03:30:00,1856.45,1858.96,1856.42,1858.39,1129,6,1858.08
2023.02.15 03:45:00,1858.39,1859.33,1857.57,1858.97,1179,5,1858.09
2023.02.15 04:00:00,1859.04,1860.11,1857.56,1858.62,1237,5,1858.09
2023.02.15 04:15:00,1858.57,1858.72,1856.89,1857.10,787,5,1858.08
2023.02.15 04:30:00,1857.02,1857.46,1852.80,1853.77,1122,5,1858.04
2023.02.15 04:45:00,1853.77,1853.96,1852.08,1852.20,1163,5,1857.98
2023.02.15 05:00:00,1852.26,1852.26,1849.74,1851.27,1329,5,1857.92
2023.02.15 05:15:00,1851.24,1852.25,1851.10,1851.78,771,5,1857.85
2023.02.15 05:30:00,1851.78,1851.78,1848.25,1848.30,870,5,1857.76
2023.02.15 05:45:00,1848.32,1848.90,1847.50,1848.40,966,6,1857.67
2023.02.15 06:00:00,1848.36,1848.38,1846.57,1847.50,769,5,1857.57
2023.02.15 06:15:00,1847.49,1848.92,1847.26,1848.59,681,5,1857.48
2023.02.15 06:30:00,1848.59,1848.59,1847.34,1847.77,448,5,1857.38
2023.02.15 06:45:00,1847.77,1847.98,1847.33,1847.82,507,7,1857.28
2023.02.15 07:00:00,1847.82,1847.83,1845.24,1846.27,804,6,1857.17
2023.02.15 07:15:00,1846.25,1846.75,1845.74,1846.23,582,6,1857.07
2023.02.15 07:30:00,1846.23,1846.82,1845.72,1846.08,824,5,1856.96
2023.02.15 07:45:00,1846.06,1847.18,1845.82,1846.36,904,1,1856.85
2023.02.15 08:00:00,1846.39,1846.60,1844.55,1845.08,1312,5,1856.73
2023.02.15 08:15:00,1845.09,1845.89,1844.72,1844.98,1089,6,1856.62
2023.02.15 08:30:00,1844.98,1844.98,1842.10,1842.53,1625,3,1856.48
2023.02.15 08:45:00,1842.53,1844.42,1842.30,1843.67,1228,5,1856.35
2023.02.15 09:00:00,1843.61,1843.97,1841.22,1842.84,2046,7,1856.22
2023.02.15 09:15:00,1842.80,1844.67,1842.27,1843.46,1544,5,1856.09
2023.02.15 09:30:00,1843.46,1843.92,1835.28,1837.79,2569,5,1855.91
2023.02.15 09:45:00,1837.78,1838.51,1835.05,1835.70,1683,5,1855.71
2023.02.15 10:00:00,1835.70,1835.80,1832.28,1833.91,2779,5,1855.49
2023.02.15 10:15:00,1833.91,1836.07,1831.84,1836.02,2461,5,1855.29
2023.02.15 10:30:00,1836.02,1836.22,1832.80,1835.21,1868,6,1855.09
2023.02.15 10:45:00,1835.21,1836.28,1833.54,1833.75,1455,7,1854.88
2023.02.15 11:00:00,1833.78,1837.79,1832.77,1835.78,1801,7,1854.69
2023.02.15 11:15:00,1835.81,1837.10,1835.08,1836.24,1269,7,1854.51
2023.02.15 11:30:00,1836.24,1837.40,1835.32,1835.58,1225,7,1854.32
2023.02.15 11:45:00,1835.65,1836.89,1834.08,1835.83,1062,7,1854.14
2023.02.15 12:00:00,1835.82,1837.57,1834.47,1837.11,1304,7,1853.97
2023.02.15 12:15:00,1837.23,1837.65,1835.02,1835.03,1145,7,1853.78
2023.02.15 12:30:00,1835.04,1836.77,1834.59,1835.39,1143,7,1853.60
2023.02.15 12:45:00,1835.38,1836.45,1833.73,1835.36,983,7,1853.41
2023.02.15 13:00:00,1835.40,1835.69,1833.67,1834.52,930,6,1853.23
2023.02.15 13:15:00,1834.52,1835.60,1834.18,1834.33,800,7,1853.04
2023.02.15 13:30:00,1834.33,1835.89,1834.04,1834.89,914,8,1852.86
2023.02.15 13:45:00,1834.90,1835.55,1833.36,1835.02,1044,6,1852.68
2023.02.15 14:00:00,1835.01,1837.10,1834.52,1836.50,1412,6,1852.52
2023.02.15 14:15:00,1836.51,1836.95,1835.28,1835.67,971,7,1852.35
2023.02.15 14:30:00,1835.66,1836.10,1834.98,1835.95,1095,7,1852.19
2023.02.15 14:45:00,1835.95,1836.32,1834.14,1835.82,1247,7,1852.03
2023.02.15 15:00:00,1835.82,1836.78,1834.98,1835.26,2018,7,1851.86
2023.02.15 15:15:00,1835.22,1836.20,1833.40,1835.57,2056,7,1851.70
2023.02.15 15:30:00,1835.59,1836.35,1831.83,1835.99,5437,4,1851.54
2023.02.15 15:45:00,1836.02,1838.94,1833.88,1834.73,4167,7,1851.37
2023.02.15 16:00:00,1834.75,1836.33,1833.30,1835.46,2790,6,1851.21
2023.02.15 16:15:00,1835.46,1836.55,1832.55,1834.49,2634,7,1851.05
2023.02.15 16:30:00,1834.49,1838.73,1833.45,1838.26,3738,6,1850.92
2023.02.15 16:45:00,1838.23,1838.67,1833.34,1833.47,3538,6,1850.75
2023.02.15 17:00:00,1833.51,1835.17,1832.44,1833.72,3504,6,1850.58
2023.02.15 17:15:00,1833.75,1835.87,1833.46,1833.77,2872,7,1850.41
2023.02.15 17:30:00,1833.77,1833.83,1830.45,1830.98,2622,6,1850.22
2023.02.15 17:45:00,1830.96,1834.26,1830.57,1834.15,2999,8,1850.06
2023.02.15 18:00:00,1834.16,1836.90,1833.76,1834.18,2331,8,1849.90
2023.02.15 18:15:00,1834.19,1834.82,1831.25,1832.54,2154,8,1849.73
2023.02.15 18:30:00,1832.54,1835.77,1831.32,1835.63,2016,7,1849.59
2023.02.15 18:45:00,1835.70,1837.74,1835.70,1836.76,1951,7,1849.46
2023.02.15 19:00:00,1836.72,1838.06,1834.89,1835.28,1863,8,1849.32
2023.02.15 19:15:00,1835.28,1835.34,1833.26,1833.37,1524,8,1849.16
2023.02.15 19:30:00,1833.39,1834.39,1832.27,1834.39,1733,7,1849.01
2023.02.15 19:45:00,1834.43,1835.73,1834.29,1834.93,1335,8,1848.87
2023.02.15 20:00:00,1834.90,1835.30,1833.71,1834.67,1426,8,1848.73
2023.02.15 20:15:00,1834.67,1835.62,1833.84,1834.67,1586,8,1848.59
2023.02.15 20:30:00,1834.69,1836.05,1833.94,1835.98,1235,8,1848.47
2023.02.15 20:45:00,1835.98,1836.63,1835.33,1835.88,1163,7,1848.34
2023.02.15 21:00:00,1835.93,1837.77,1835.93,1837.59,948,8,1848.23
2023.02.15 21:15:00,1837.66,1837.96,1836.14,1836.41,1081,8,1848.12
2023.02.15 21:30:00,1836.41,1837.29,1835.59,1836.61,804,7,1848.00
2023.02.15 21:45:00,1836.61,1836.61,1835.05,1835.47,967,8,1847.88
2023.02.15 22:00:00,1835.48,1836.14,1835.06,1835.11,742,4,1847.75
2023.02.15 22:15:00,1835.11,1835.91,1834.86,1835.75,841,8,1847.63
2023.02.15 22:30:00,1835.76,1836.62,1835.54,1836.56,799,8,1847.52
2023.02.15 22:45:00,1836.61,1838.26,1836.47,1837.81,1179,8,1847.42
2023.02.15 23:00:00,1837.78,1838.19,1837.00,1838.00,597,8,1847.33
2023.02.15 23:15:00,1838.00,1838.54,1836.52,1836.72,652,13,1847.22
2023.02.15 23:30:00,1836.71,1837.01,1836.36,1836.37,406,12,1847.12
2023.02.15 23:45:00,1836.37,1836.50,1835.80,1835.85,323,10,1847.00
2023.02.16 01:00:00,1836.32,1837.02,1836.07,1836.69,370,12,1846.90
2023.02.16 01:15:00,1836.79,1836.93,1835.94,1836.93,372,2,1846.80
2023.02.16 01:30:00,1836.88,1837.07,1835.51,1836.38,480,11,1846.70
2023.02.16 01:45:00,1836.36,1836.63,1835.87,1836.49,324,7,1846.60
2023.02.16 02:00:00,1836.49,1837.90,1836.40,1837.08,745,8,1846.50
2023.02.16 02:15:00,1837.06,1837.19,1836.21,1836.78,645,13,1846.40
